Row.names,Time stamp,Sex,Age,Breed,Number,Accommodation,Area,Ext,Obs,Shy,Calm,Afraid,Clever,Vigilant,Persevering,Affectionate,Friendly,Lonely,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm,More
2385,2021-03-15 00:04:29 UTC,M,2a10,EUR,1,AAB,PU,0,3,3,5,3,5,5,5,5,5,3,1,2,3,3,4,3,2,0,4,
2386,2021-03-15 05:29:31 UTC,F,2a10,EUR,1,ML,PU,1,2,4,4,4,5,5,5,4,4,3,5,4,3,4,3,3,2,0,0,
2387,2021-03-15 06:27:59 UTC,F,1a2,NR,More than 5,ML,U,0,2,2,4,1,5,4,5,4,4,3,3,5,3,4,4,3,2,0,0,Dana
2388,2021-03-15 07:19:24 UTC,F,1a2,SPH,1,ML,R,0,3,1,2,1,5,5,5,5,4,1,1,2,1,1,4,4,2,0,0,"She calls and watches the birds through the bay window, her hunting instinct is still there."
2389,2021-03-15 07:58:22 UTC,F,Less than 1,EUR,2,ML,R,0,2,4,3,2,4,3,4,5,2,3,1,1,1,3,4,3,2,0,0,
239,2021-02-10 13:55:25 UTC,F,2a10,RAG,3,AAB,PU,0,3,1,4,2,4,3,4,4,4,1,1,1,1,1,4,3,NSP,0,0,
2390,2021-03-15 08:45:47 UTC,F,2a10,EUR,1,ML,U,1,2,2,3,3,5,5,5,5,4,3,1,2,3,3,4,3,2,0,0,"My cat goes out on a leash, she would attack the birds if I didn't stop her."
2391,2021-03-15 12:13:42 UTC,M,1a2,NR,2,ML,U,0,2,4,5,4,4,2,2,5,4,2,1,2,2,2,4,5,2,0,1,
2392,2021-03-15 14:26:23 UTC,F,2a10,BEN,1,ASB,U,1,2,3,4,2,3,4,5,2,4,4,1,3,1,4,4,5,2,0,0,Super sporty!
2393,2021-03-15 19:34:32 UTC,F,2a10,EUR,2,ML,R,2,2,2,5,4,4,5,5,4,2,4,1,2,1,2,4,2,2,0,4,
2394,2021-03-15 20:42:22 UTC,F,2a10,EUR,3,ML,PU,1,2,5,5,5,5,5,5,3,1,3,1,1,1,1,4,2,2,0,0,"Dominated by a mother who had a hard time with the departure of her 6 other kittens, she gained self-confidence with the arrival of a kitten adopting attitudes of annoyance when the latter solicits her too much to play. On the other hand, she likes to sleep against her mother during the day"
2395,2021-03-15 22:13:58 UTC,M,Less than 1,TUV,2,ASB,U,0,2,1,4,1,4,4,4,4,4,2,4,4,3,4,4,3,2,0,0,
2396,2021-03-15 22:15:56 UTC,F,Less than 1,NSP,2,ASB,U,0,2,1,4,1,4,4,4,4,4,2,2,2,1,2,4,4,2,0,0,
2397,2021-03-16 08:58:58 UTC,F,Less than 1,EUR,5,ASB,PU,0,2,1,2,1,4,5,4,4,4,4,2,4,2,3,3,4,2,0,0,my cats don't go out
2398,2021-03-16 09:11:03 UTC,F,2a10,PER,2,ML,R,2,2,4,4,3,3,5,3,2,2,4,1,1,3,2,4,2,2,0,0,"she makes a peculiar meow when she sees a spider ""spider detector"""
2399,2021-03-16 10:24:13 UTC,M,Less than 1,EUR,1,ML,PU,2,2,1,3,3,4,3,4,5,5,1,5,3,1,1,3,2,2,0,0,
24,2021-02-15 20:16:04 UTC,M,2a10,SBI,2,ML,R,0,2,2,4,3,5,1,3,4,4,1,1,4,3,2,4,4,NSP,0,0,
240,2021-02-11 14:29:04 UTC,F,Less than 1,RAG,1,ASB,PU,0,2,2,3,3,5,4,4,5,4,2,2,2,2,2,3,3,NSP,0,0,
2400,2021-03-16 12:05:34 UTC,M,Less than 1,RAG,2,MI,R,0,3,1,4,1,5,3,4,5,5,1,1,1,1,2,5,3,2,0,1,"It's not a cat, it's a RAG!"
2401,2021-03-16 19:12:41 UTC,F,2a10,Other,More than 5,ML,R,0,3,1,4,1,5,4,4,5,5,1,1,4,1,4,4,3,2,0,0,"My cats don't go outside, so that settles it. On the other hand, flies, butterflies, spiders or the unfortunate mouse that came into the house one day don't usually last long."
2402,2021-03-16 19:16:51 UTC,F,2a10,NR,More than 5,ML,R,0,3,4,3,4,5,5,2,4,2,1,3,2,4,4,4,2,2,0,0,"Cat that doesn't go out, but she also doesn't catch insects that could come into the house."
2403,2021-03-16 19:19:16 UTC,F,Less than 1,Other,More than 5,ML,R,0,0,1,2,1,5,5,5,5,5,1,1,2,1,2,2,5,2,0,0,"Cat that doesn't go out, but catches all the insects that pass by and watches the birds outside at the corner of the veranda with great interest!"
2404,2021-03-16 19:21:21 UTC,F,Less than 1,Other,More than 5,ML,R,0,0,3,5,2,5,3,2,4,4,3,1,2,1,1,5,5,2,0,0,"Cat that doesn't go out, but willingly catches insects (she's not too interested in outside birds though)"
2405,2021-03-17 07:12:53 UTC,F,More than 10,NR,3,ASB,PU,0,2,5,5,3,4,4,5,5,5,3,1,2,1,1,3,3,2,0,0,Addicted
2406,2021-03-17 08:34:51 UTC,F,1a2,NR,2,ASB,U,0,3,1,4,5,4,4,4,5,5,1,2,2,1,2,2,3,2,0,0,
2407,2021-03-17 12:45:00 UTC,M,Less than 1,Other,1,ML,R,0,2,1,3,3,5,5,5,4,5,2,4,5,3,5,4,3,2,0,0,
2408,2021-03-17 22:48:14 UTC,M,2a10,EUR,More than 5,AAB,R,2,3,2,2,1,2,3,2,2,2,1,1,1,1,1,2,2,2,0,0,He brings back tree leaves
2409,2021-02-09 18:05:01 UTC,F,More than 10,NSP,1,ML,U,1,2,3,2,2,5,4,3,4,1,2,3,2,5,3,2,2,2,0,1,
241,2021-02-12 08:43:51 UTC,F,2a10,NR,3,MI,R,3,1,4,3,5,4,2,4,4,1,5,4,5,5,5,1,2,3,4,4,
2410,2021-02-10 12:46:50 UTC,M,1a2,NR,2,ML,PU,0,2,2,1,2,5,3,3,5,4,1,2,3,1,1,4,5,2,0,0,
2411,2021-02-10 13:33:43 UTC,F,2a10,RAG,More than 5,MI,PU,0,3,1,4,1,4,4,3,4,4,1,1,1,1,1,3,1,2,0,0,
2412,2021-02-10 13:42:18 UTC,M,Less than 1,RAG,1,AAB,U,0,2,2,4,2,4,5,5,5,5,1,2,2,3,4,4,5,2,0,0,
2413,2021-02-10 13:45:40 UTC,M,Less than 1,RAG,2,MI,U,0,2,1,3,1,5,2,4,5,5,1,1,1,1,1,3,3,2,0,0,
2414,2021-02-10 13:47:04 UTC,F,1a2,RAG,2,MI,U,0,2,4,5,3,2,3,3,2,3,4,1,1,1,1,3,3,2,0,0,
2415,2021-02-10 14:22:09 UTC,M,2a10,RAG,2,ML,R,2,3,1,5,2,5,2,3,5,5,1,1,2,1,1,5,2,2,0,1,
2416,2021-02-10 15:05:02 UTC,M,2a10,RAG,2,ML,PU,0,2,2,5,3,5,3,5,4,5,1,1,4,1,2,5,4,2,0,0,
2417,2021-02-10 15:50:12 UTC,F,2a10,Other,2,AAB,PU,0,3,1,4,1,4,4,5,5,4,2,1,1,1,3,2,2,2,0,0,
2418,2021-02-10 16:22:46 UTC,M,2a10,MCO,2,AAB,U,1,2,1,2,1,4,4,4,5,4,2,2,4,2,1,3,1,2,0,0,
2419,2021-02-10 18:35:55 UTC,F,Less than 1,RAG,1,AAB,U,0,3,3,2,3,5,3,5,4,3,3,2,2,3,4,4,5,2,0,0,
242,2021-02-12 09:26:05 UTC,F,1a2,EUR,3,MI,R,3,3,1,4,1,5,5,5,5,3,2,1,1,1,3,3,3,3,4,4,
2420,2021-02-10 18:52:52 UTC,F,2a10,RAG,3,ML,PU,0,2,1,4,1,3,2,4,5,4,2,2,3,2,2,4,4,2,0,0,
2421,2021-02-10 19:01:24 UTC,M,2a10,EUR,1,ML,U,0,2,2,3,2,4,5,5,5,5,2,1,3,2,3,4,4,2,0,0,
2422,2021-02-10 19:29:27 UTC,M,Less than 1,RAG,1,AAB,U,0,2,1,2,3,4,2,2,5,5,3,2,2,3,2,2,4,2,0,0,
2423,2021-02-10 19:58:06 UTC,M,2a10,RAG,1,ML,U,2,2,3,4,3,4,5,3,5,5,2,1,1,1,1,4,3,2,0,0,
2424,2021-02-10 21:56:19 UTC,F,Less than 1,RAG,1,MI,R,1,2,1,5,1,5,4,5,5,5,1,1,2,1,1,3,4,2,0,0,
2425,2021-02-11 10:10:46 UTC,M,Less than 1,RAG,1,AAB,PU,0,3,4,3,1,4,1,3,5,4,1,1,1,1,4,4,3,2,0,0,
2426,2021-02-12 00:11:07 UTC,F,2a10,CHA,1,ML,U,1,2,1,5,2,4,5,5,3,3,4,1,4,3,3,4,4,2,0,0,
2427,2021-02-13 01:34:36 UTC,F,1a2,RAG,1,ML,PU,0,2,2,3,2,3,2,4,3,4,2,1,2,2,2,4,4,2,0,0,
2428,2021-02-13 10:41:03 UTC,F,Less than 1,RAG,1,ML,PU,1,3,1,5,3,5,4,4,5,4,1,1,1,3,1,5,5,2,0,0,
2429,2021-03-24 19:24:12 UTC,F,2a10,NR,1,ML,R,2,2,2,5,4,3,4,2,4,4,4,2,1,2,1,4,2,2,0,1,"She's a lazy bum, she pesters us to open the door for her even though she has a cat flap... modern slavery."
243,2021-02-12 22:41:18 UTC,M,1a2,SBI,3,MI,R,3,2,4,5,2,5,5,5,4,1,4,1,4,2,4,2,1,3,4,4,
2430,2021-03-07 11:09:47 UTC,M,Less than 1,EUR,1,AAB,R,2,2,2,1,2,5,5,5,1,2,3,5,5,3,4,2,5,1,4,0,Cat from 2 wild parents
2431,2021-03-06 17:35:42 UTC,F,1a2,NR,1,AAB,R,4,2,5,5,2,5,5,5,5,5,1,1,2,3,1,3,1,1,3,4,
2432,2021-03-13 19:37:56 UTC,F,2a10,EUR,2,ASB,U,1,1,3,4,3,5,5,5,4,3,3,3,4,5,4,3,3,1,3,3,"Cassis is currently in an apartment 
 She was born in an apartment but lived 4 years in Central Africa in Cameroon she became a huntress (lizard rat field mouse bird etc) the terror of cats and dogs and monkeys ... back in Paris in an apartment she became a living room cat again ??
 Basically she is a super intelligent cat who adapts to her environment ++++ (the opposite of my other cat RAG ?? adorable and unsuitable ??????)"
2433,2021-03-14 13:43:05 UTC,M,1a2,SPH,1,AAB,U,1,2,1,2,3,5,4,4,5,5,5,1,1,1,1,1,4,1,3,0,
2434,2021-03-15 10:52:42 UTC,F,1a2,SBI,3,AAB,U,2,2,2,4,5,4,4,4,5,4,5,4,3,4,3,4,3,1,3,4,
2435,2021-02-18 12:45:51 UTC,M,1a2,MCO,1,ML,R,2,2,4,4,2,3,4,4,4,4,2,3,2,2,2,3,2,1,2,2,
2436,2021-03-13 13:27:20 UTC,M,2a10,EUR,5,ML,R,2,3,3,2,1,4,4,4,4,2,1,3,3,1,4,4,1,1,2,1,
2437,2021-03-14 21:06:36 UTC,M,2a10,NR,1,ML,U,2,3,1,3,1,5,3,5,3,1,1,4,5,4,5,5,5,1,2,1,
2438,2021-02-11 20:44:36 UTC,M,1a2,TUV,1,ASB,PU,0,2,3,4,2,3,4,2,4,3,1,1,2,2,1,3,3,1,1,1,
2439,2021-02-11 21:40:20 UTC,F,Less than 1,ORI,1,ML,U,0,3,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,1,1,0,
244,2021-02-13 16:00:08 UTC,F,More than 10,EUR,2,MI,R,3,2,3,5,1,5,5,5,4,4,2,1,1,1,1,4,3,3,4,4,Adorable
2440,2021-02-13 21:30:30 UTC,M,2a10,EUR,1,ASB,U,0,2,4,3,5,4,4,2,4,4,4,4,3,5,4,3,3,1,1,0,
2441,2021-02-16 09:59:06 UTC,M,2a10,PER,1,AAB,PU,1,2,3,5,2,4,4,4,4,1,2,1,1,1,1,1,1,1,1,0,
2442,2021-02-16 20:51:09 UTC,F,2a10,NR,5,ML,R,1,3,3,5,3,5,5,5,5,3,2,1,1,2,1,2,4,1,1,2,
2443,2021-02-18 10:45:34 UTC,M,2a10,EUR,2,MI,R,3,1,5,5,2,5,5,3,4,1,4,1,2,4,2,2,2,1,1,4,
2444,2021-02-19 11:00:42 UTC,F,2a10,SBI,4,ML,R,0,2,2,5,2,4,3,1,4,3,4,1,1,1,1,3,2,1,1,1,
2445,2021-02-19 20:40:33 UTC,F,1a2,MCO,2,MI,U,1,2,3,1,1,4,3,4,2,3,1,2,4,1,2,4,4,1,1,1,
2446,2021-02-20 08:43:14 UTC,M,2a10,MCO,1,ML,PU,2,3,5,4,3,5,5,4,2,1,4,3,3,3,2,2,4,1,1,2,"His outdoor environment: secure enclosure, he cannot go far even though we are in a house."
2447,2021-03-06 14:47:40 UTC,M,2a10,BRI,1,ML,PU,1,2,1,4,1,5,5,5,4,2,2,4,4,4,4,4,2,1,1,1,Stubborn
2448,2021-03-06 16:13:45 UTC,M,1a2,NR,1,AAB,U,2,2,3,2,2,5,5,5,5,4,2,4,3,2,4,4,3,1,1,1,
2449,2021-03-06 17:50:01 UTC,M,2a10,Other,2,ML,PU,1,2,1,3,1,4,2,5,5,4,2,3,3,1,2,3,4,1,1,0,
245,2021-02-16 11:16:19 UTC,M,2a10,EUR,More than 5,MI,R,3,2,2,2,2,4,5,5,4,2,4,2,4,2,1,4,2,3,4,4,
2450,2021-03-06 19:41:17 UTC,M,Less than 1,MCO,4,AAB,U,0,2,3,4,1,4,4,3,4,2,4,3,3,1,3,3,4,1,1,0,
2451,2021-03-06 19:42:44 UTC,F,2a10,EUR,1,ML,U,0,2,4,1,3,4,4,5,4,3,3,4,4,3,4,2,4,1,1,0,
2452,2021-03-07 10:23:39 UTC,F,More than 10,EUR,More than 5,MI,U,0,2,1,2,1,3,3,3,3,3,1,1,1,1,3,3,1,1,1,4,"Very affectionate, lots of cuddles"
2453,2021-03-07 10:29:02 UTC,F,1a2,EUR,1,ML,PU,2,1,2,5,3,4,4,5,3,4,4,1,2,1,1,5,3,1,1,1,She sleeps on our bed!!!!
2454,2021-03-07 22:53:18 UTC,M,1a2,EUR,4,AAB,U,1,2,4,2,1,4,2,4,4,4,1,4,2,1,4,4,4,1,1,1,"Is interested in the prey he sees from the balcony and sometimes almost jumps to get them.... Otherwise plays with the toy ""prey"""
2455,2021-03-07 23:01:13 UTC,M,2a10,EUR,2,AAB,U,3,3,2,2,2,5,5,5,5,1,2,2,5,4,4,1,1,1,1,1,"Accepts the other cat I have but does not accept other outside cats at all. Before he went out a lot following a problem at my place I can no longer let him out. (so he asks by meowing) but when he went out he went through the fence of the yard to go to the neighbors then outside and move far away, I could always try to call him in these moments he did not come back. He came back when he wanted to and it is not always hunger that makes him come back."
2456,2021-03-08 09:47:05 UTC,M,2a10,SAV,1,AAB,U,2,3,3,3,3,5,4,5,5,5,2,1,2,3,3,4,2,1,1,0,
2457,2021-03-13 13:29:50 UTC,F,2a10,EUR,5,ML,R,2,3,4,3,4,4,4,3,4,1,4,1,1,4,1,4,1,1,1,1,
2458,2021-03-13 13:37:22 UTC,M,1a2,BEN,2,AAB,PU,1,2,2,1,3,5,3,3,5,4,1,3,3,1,3,5,3,1,1,0,
2459,2021-03-13 13:39:12 UTC,F,2a10,EUR,1,ASB,U,1,2,2,4,1,5,4,5,5,4,4,1,5,3,4,4,5,1,1,1,"Hello, so my cat has always lived in the forest thanks to the region where I lived, for +- 6 months we live in Paris where she no longer has access to the outside. She has not really been upset and does not ask to go out too much since her sterilization"
246,2021-02-18 07:31:08 UTC,M,2a10,EUR,2,ML,R,3,2,1,3,3,5,5,5,4,4,2,5,5,2,5,5,5,3,4,4,
2460,2021-03-13 13:41:30 UTC,M,2a10,NR,1,ML,PU,0,1,2,4,5,3,3,4,2,2,4,4,4,4,4,4,3,1,1,0,Our cat only goes out into our garden and only during the 3 summer months.
2461,2021-03-13 13:53:51 UTC,M,2a10,EUR,3,ASB,PU,1,2,1,5,3,5,3,4,5,5,4,1,1,1,3,5,3,1,1,2,
2462,2021-03-13 14:29:45 UTC,M,2a10,EUR,1,ML,PU,2,2,4,4,1,3,4,3,3,2,1,1,1,1,1,4,4,1,1,1,My cat is neutered and since then his behavior has changed... an important element to take into account about cat behavior!
2463,2021-03-13 15:23:26 UTC,M,Less than 1,EUR,1,AAB,U,1,2,1,3,1,4,3,4,5,4,2,4,3,1,3,3,3,1,1,0,
2464,2021-03-13 15:34:44 UTC,M,2a10,EUR,3,MI,U,1,3,1,5,1,5,5,5,5,5,2,1,3,1,4,5,3,1,1,2,lives in the city with a closed garden I saw him catch a bird once. otherwise he watches for pigeons but has no opportunity (too far) I can say that he would be very predatory but that he has few opportunities except for lizards. which I save when I can...
2465,2021-03-13 16:30:27 UTC,M,2a10,Other,3,MI,R,2,2,1,2,1,4,3,3,4,2,1,2,2,1,2,1,2,1,1,3,
2466,2021-03-13 17:21:22 UTC,M,2a10,NR,4,ML,R,0,2,5,3,1,3,4,3,2,1,2,2,3,1,4,4,4,1,1,0,He was born and lived at the animal protection society until he was 3 months old when we adopted him.
2467,2021-03-13 18:33:59 UTC,F,1a2,EUR,2,AAB,PU,2,2,1,2,1,4,2,5,4,5,1,1,5,4,2,2,4,1,1,1,
2468,2021-03-13 19:26:14 UTC,M,More than 10,NR,1,AAB,U,2,3,1,4,1,5,2,3,5,5,1,1,1,1,1,4,1,1,1,0,
2469,2021-03-13 23:00:21 UTC,F,2a10,EUR,1,ML,PU,1,2,2,4,5,5,5,5,2,4,5,1,2,5,4,3,4,1,1,2,"Don't purr, don't meow"
247,2021-02-19 00:27:17 UTC,M,2a10,BEN,3,AAB,PU,3,1,4,4,1,5,5,4,2,3,5,3,5,1,1,3,2,3,4,4,
2470,2021-03-13 23:00:38 UTC,F,1a2,EUR,2,AAB,U,2,1,4,4,4,3,4,4,4,3,3,2,2,4,2,4,3,1,1,2,
2471,2021-03-13 23:12:54 UTC,F,2a10,RAG,More than 5,MI,R,1,3,1,5,1,5,5,5,5,5,1,1,3,4,3,4,3,1,1,0,The exterior to which she has access is only a secure terrace
2472,2021-03-13 23:18:09 UTC,M,2a10,Other,2,AAB,U,1,3,3,4,3,5,4,5,5,3,1,1,3,2,3,4,3,1,1,0,
2473,2021-03-14 11:32:45 UTC,M,2a10,NR,1,AAB,U,2,3,1,2,3,5,5,5,5,4,2,1,3,5,3,3,5,1,1,1,
2474,2021-03-14 14:00:06 UTC,F,2a10,NR,2,AAB,U,0,2,1,1,1,5,5,5,2,2,4,4,5,4,5,1,2,1,1,1,
2475,2021-03-14 18:16:44 UTC,M,Less than 1,NR,1,MI,U,1,3,1,4,2,4,4,4,4,4,1,4,2,2,4,4,4,1,1,4,
2476,2021-03-15 07:03:27 UTC,M,2a10,EUR,4,AAB,U,2,3,1,1,1,5,5,5,3,4,1,3,5,3,5,5,1,1,1,0,
2477,2021-03-15 08:20:49 UTC,M,More than 10,EUR,3,ASB,U,2,3,1,4,2,5,3,3,5,5,1,5,5,4,4,4,4,1,1,1,"Out of 3 cats, only one of them hunts and even for this one it remains extremely rare."
2478,2021-03-16 19:41:16 UTC,M,1a2,MCO,2,ML,R,0,3,1,3,2,4,5,3,5,5,1,1,3,3,5,4,4,1,1,1,My cat goes outside under our supervision only
2479,2021-02-11 14:10:05 UTC,F,Less than 1,TUV,1,ASB,U,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
248,2021-02-19 10:24:06 UTC,M,2a10,NR,5,ML,PU,3,3,1,5,2,5,5,5,5,1,2,1,1,3,2,2,5,3,4,1,Pay attention to the movements of my mouth when I speak. And understand what I say.
2480,2021-02-11 17:54:49 UTC,F,More than 10,EUR,More than 5,AAB,U,1,3,1,3,3,5,3,4,5,4,3,1,1,1,3,3,3,1,0,0,
2481,2021-02-11 18:33:55 UTC,F,1a2,SBI,2,AAB,R,0,1,1,1,1,4,5,5,2,4,1,4,4,1,1,1,3,1,0,0,
2482,2021-02-11 20:33:57 UTC,M,2a10,SBI,2,ML,U,1,2,1,4,2,4,4,4,2,4,4,1,4,2,2,4,2,1,0,0,My sacred is rather easygoing and only goes out under human supervision or on a leash! He's a real prince!
2483,2021-02-11 21:22:47 UTC,F,2a10,EUR,2,ASB,U,0,3,3,2,3,4,2,3,5,3,2,1,4,4,3,3,4,1,0,0,
2484,2021-02-11 21:23:35 UTC,M,2a10,SBI,2,MI,R,1,2,1,3,2,3,3,4,3,2,3,3,4,4,4,2,3,1,0,0,
2485,2021-02-11 21:32:03 UTC,M,2a10,SBI,2,AAB,PU,1,2,1,4,5,5,5,5,5,5,4,1,2,1,2,4,5,1,0,0,Very possessive
2486,2021-02-11 21:36:20 UTC,F,Less than 1,NR,1,AAB,U,0,3,1,4,3,5,5,4,5,4,3,1,4,3,3,4,4,1,0,0,
2487,2021-02-11 21:36:45 UTC,M,2a10,SBI,3,AAB,PU,0,3,1,5,2,4,4,4,5,5,1,2,1,1,1,4,4,1,0,0,He jumps at the slightest thing and justifies himself when he is challenged after something stupid. He communicates by looking us in the eye but not for anything in particular...
2488,2021-02-11 21:40:06 UTC,F,Less than 1,EUR,2,AAB,U,1,3,2,4,3,5,4,4,3,4,3,1,2,1,1,5,2,1,0,0,
2489,2021-02-12 00:10:03 UTC,M,Less than 1,SBI,1,ASB,U,0,2,2,4,2,5,5,4,5,4,1,3,4,3,2,2,4,1,0,0,"My cat doesn't go outside at all but his hunting instinct is very present, especially with all his toys that he ""drowns"" in his water bowl."
249,2021-02-19 11:07:25 UTC,F,More than 10,EUR,3,ML,R,3,3,1,4,1,5,5,5,4,4,4,1,3,3,1,1,3,3,4,4,
2490,2021-02-12 00:10:51 UTC,M,1a2,EUR,1,ASB,PU,0,2,3,4,5,3,1,5,5,4,4,5,1,1,1,4,5,1,0,0,Cat who was abandoned in a shelter. Who cannot be in contact with 0 other felines due to his illness (feline leukemia). Knows little outside except when we take him out on sunny days: very willing to go exploring but easily frightened by the slightest noise
2491,2021-02-12 00:13:32 UTC,M,2a10,SBI,2,AAB,PU,1,2,2,4,3,4,4,4,4,4,2,1,1,1,3,4,3,1,0,0,
2492,2021-02-12 07:56:59 UTC,M,2a10,NR,1,ASB,U,0,3,1,1,3,2,1,2,2,2,2,1,3,2,3,1,3,1,0,2,
2493,2021-02-12 08:19:12 UTC,F,2a10,SBI,1,ML,PU,1,3,1,3,3,5,5,4,5,5,1,3,5,1,4,4,4,1,0,0,
2494,2021-02-12 09:01:47 UTC,F,Less than 1,SBI,1,MI,PU,0,3,1,3,2,4,4,3,4,4,1,2,2,3,1,4,3,1,0,0,
2495,2021-02-12 09:03:25 UTC,M,1a2,SBI,3,MI,PU,0,2,1,2,2,4,4,5,4,4,3,2,2,1,1,3,1,1,0,0,
2496,2021-02-12 09:20:14 UTC,M,More than 10,BRI,1,AAB,U,1,2,4,5,3,4,4,2,5,3,4,1,1,1,1,5,3,1,0,0,
2497,2021-02-12 09:31:31 UTC,M,2a10,SBI,1,AAB,U,1,2,1,4,3,5,5,5,5,5,1,1,3,3,3,3,3,1,0,0,
2498,2021-02-12 09:35:33 UTC,M,More than 10,EUR,2,AAB,PU,1,2,1,4,1,3,3,3,5,4,4,5,5,5,3,3,4,1,0,0,Pee outside the box
2499,2021-02-12 13:36:12 UTC,M,Less than 1,MCO,2,ML,U,0,2,1,1,1,2,1,1,1,2,1,4,3,1,1,3,2,1,0,0,
25,2021-02-15 21:42:00 UTC,F,Less than 1,SBI,3,MI,U,0,3,1,3,3,3,3,3,3,3,2,2,2,1,2,3,2,NSP,0,0,
250,2021-03-06 16:20:20 UTC,M,1a2,BRI,3,MI,PU,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,2,1,3,4,4,Rural area did not want to be selected
2500,2021-02-12 15:43:49 UTC,M,2a10,NR,2,AAB,U,1,2,4,5,3,5,5,4,5,4,2,1,1,2,1,5,4,1,0,0,
2501,2021-02-12 18:00:34 UTC,M,Less than 1,SBI,2,AAB,PU,0,2,1,2,1,4,4,4,4,4,1,1,4,1,4,4,2,1,0,0,"Aged 10 months, he lives peacefully with a 17-year-old kitten."
2502,2021-02-13 01:50:04 UTC,F,2a10,BRI,2,AAB,PU,2,2,3,2,3,4,4,3,2,1,4,1,4,1,1,3,3,1,0,0,
2503,2021-02-13 02:06:32 UTC,F,2a10,EUR,2,AAB,U,1,1,5,5,5,5,5,5,4,1,5,4,4,2,2,4,4,1,0,0,
2504,2021-02-13 12:14:09 UTC,M,2a10,NR,1,ML,U,0,2,2,3,3,3,2,3,5,4,3,2,3,3,3,4,4,1,0,0,
2505,2021-02-13 12:25:56 UTC,M,1a2,Other,1,AAB,R,0,2,3,3,1,4,4,3,4,4,1,1,1,1,1,1,3,1,0,0,"It's a hyghland lynx which has more of a dog's character, it's specific to the breed, brings back toys, parties when you arrive etc."
2506,2021-02-13 12:36:38 UTC,F,Less than 1,EUR,3,ML,R,0,2,3,2,1,5,2,5,5,4,1,1,2,1,1,1,5,1,0,0,
2507,2021-02-13 12:37:07 UTC,F,2a10,EUR,1,ASB,R,0,3,2,2,3,2,2,2,2,1,1,1,2,2,1,2,2,1,0,0,
2508,2021-02-13 12:44:04 UTC,M,2a10,SBI,1,ML,PU,0,2,2,4,5,3,4,3,4,4,2,1,1,3,2,3,3,1,0,0,
2509,2021-02-13 13:23:01 UTC,M,1a2,NR,1,ASB,U,1,3,1,4,1,4,4,4,5,4,1,1,1,1,1,1,4,1,0,0,
251,2021-03-06 17:30:08 UTC,M,2a10,EUR,1,MI,R,3,3,5,2,1,5,5,4,4,1,3,5,5,5,5,2,1,3,4,4,Rarely brings back hares
2510,2021-02-13 13:29:06 UTC,M,More than 10,EUR,1,AAB,U,1,2,4,5,3,5,3,3,5,2,2,1,1,3,1,5,3,1,0,0,
2511,2021-02-13 13:42:23 UTC,M,2a10,EUR,1,ASB,U,0,1,1,5,1,5,4,4,2,4,4,2,1,1,1,1,1,1,0,0,
2512,2021-02-13 13:50:04 UTC,F,2a10,SBI,1,ML,R,0,2,3,1,2,3,3,3,3,3,2,1,2,2,2,2,2,1,0,0,Very clingy and always sleeps with me
2513,2021-02-13 14:12:07 UTC,F,2a10,NR,2,AAB,U,1,2,4,3,2,4,4,4,5,2,4,1,2,2,3,2,2,1,0,0,This is a tortoiseshell with a very strong character. This is usually the case with these cat coats....
2514,2021-02-13 14:13:40 UTC,F,2a10,SPH,3,ASB,U,0,3,1,5,1,5,5,5,5,5,1,1,1,1,1,5,3,1,0,0,
2515,2021-02-13 14:14:13 UTC,M,2a10,EUR,3,AAB,R,1,1,2,4,1,4,4,4,3,2,2,2,4,2,2,4,4,1,0,0,
2516,2021-02-13 14:48:40 UTC,M,2a10,BRI,1,AAB,U,0,2,3,2,1,4,4,4,3,3,4,3,4,3,4,4,1,1,0,0,
2517,2021-02-13 15:10:25 UTC,M,More than 10,EUR,More than 5,ML,PU,0,2,3,3,1,5,4,4,5,3,2,1,1,1,1,3,1,1,0,0,
2518,2021-02-13 15:19:33 UTC,F,2a10,EUR,More than 5,ML,R,0,2,2,5,1,4,4,5,5,4,4,2,1,3,4,4,4,1,0,0,
2519,2021-02-13 15:53:04 UTC,M,2a10,EUR,1,AAB,PU,2,2,2,4,3,5,5,5,5,4,1,2,2,3,2,4,4,1,0,0,"We are in the Canaries, Lagoon chases away cockatoos, flies, mosquitoes"
252,2021-03-06 18:09:18 UTC,M,2a10,EUR,3,MI,R,2,2,5,1,5,3,5,5,5,1,1,2,1,1,5,5,5,3,4,4,
2520,2021-02-13 18:32:50 UTC,M,2a10,SAV,2,ASB,U,0,2,3,3,1,3,2,2,3,1,3,1,3,1,1,1,1,1,0,0,Player
2521,2021-02-14 01:16:31 UTC,M,2a10,NR,2,ASB,U,0,3,4,3,1,5,4,4,3,4,4,1,3,2,4,2,1,1,0,0,
2522,2021-02-14 11:09:24 UTC,F,1a2,BEN,2,AAB,R,2,2,2,4,1,5,5,5,5,3,2,1,4,1,1,4,4,1,0,2,
2523,2021-02-14 19:16:46 UTC,M,More than 10,BEN,1,AAB,U,1,3,4,2,3,4,4,5,4,2,4,3,3,3,4,3,4,1,0,0,
